inventory_number	source_group	textgrid_basename	source_textgrid_relative_path	source_textgrid_size_bytes	source_textgrid_sha256	cell	target_hanzi_interval_1based	target_script_character_index_1based	occurrence_ordinal_within_cell	target_hanzi	hanzi_script	analysis_split	left_context_8	immediate_previous_hanzi	immediate_next_hanzi	right_context_8	construction_scope_class	construction_subtype	scope_rule_id	scope_evidence	wu_source_location	corrected_predicted_category	original_predicted_category	original_raw_target_pinyin	original_observed_category	original_decision	corrected_decision	acoustic_frame_status	scope_assignment_uses_pinyin	scope_assignment_uses_audio
35257	SSB0631	SSB06310326.TextGrid	35257/SSB06310326.TextGrid	6206	d928e645e21462420674504c532e87446b88a2d98a99d60d6f31523485dda66c	BARE	16	12	1	一	我将在星球大战八中扮演一个反派角色	development	星球大战八中扮演	演	个	个反派角色	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35289	SSB0631	SSB06310363.TextGrid	35289/SSB06310363.TextGrid	6157	2d7d16d47ae1f6a283ceb04a3ccb91e62d0342f4131814d19ae113772e3bcb5e	BARE	18	16	1	一	因为消费者不一定全屋家电都买同一个品牌	development	定全屋家电都买同	同	个	个品牌	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_TONG	R3_REMAINING_SIMPLEX_YI_GE	visible_string=同一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35434	SSB0632	SSB06320038.TextGrid	35434/SSB06320038.TextGrid	3770	b9500b1ff6d11a1d9e201838a24d510d2b8ce60f0a6c2ef7e8042beece696ac1	BARE	4	3	1	一	这是一个典型的美国故事	development	这是	是	个	个典型的美国故事	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35439	SSB0632	SSB06320043.TextGrid	35439/SSB06320043.TextGrid	4722	d61a806e0dee5c2f450206b9178cf9041b4f6e89bda4941af9842bf46e65d73d	BARE	13	11	1	一	被卡在二楼和三楼间近一个小时	development	在二楼和三楼间近	近	个	个小时	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35456	SSB0632	SSB06320062.TextGrid	35456/SSB06320062.TextGrid	5031	53f65cd6f3df887d14a9b744ebe486ade3074de314e05dc59471eea544e8f2ef	BARE	10	9	1	一	投入笔记本市场是一个不错的选择	development	投入笔记本市场是	是	个	个不错的选择	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35554	SSB0632	SSB06320162.TextGrid	35554/SSB06320162.TextGrid	4136	6c61bbccde173313304c7e330cb77e1b2a9b9a147eecf671892f53300387456c	BARE	7	6	1	一	也终于做了一个艰难的决定	development	也终于做了	了	个	个艰难的决定	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35754	SSB0632	SSB06320368.TextGrid	35754/SSB06320368.TextGrid	6094	e0857b93a088303e6bf1740db016116db8fab3d5ee4bcf00a4a29e968ed35d51	BARE	2	1	1	一	一个由自己控制的公司更易于集中精力创新	development		START	个	个由自己控制的公	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35836	SSB0632	SSB06320451.TextGrid	35836/SSB06320451.TextGrid	3564	9c4cbfd6b05f03e6edfc7fb941f8cbc8c1a45dbbbe19b87d9767b9a3b896087c	BARE	2	1	1	一	一个人在密闭的环境下	development		START	个	个人在密闭的环境	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
35873	SSB0666	SSB06660031.TextGrid	35873/SSB06660031.TextGrid	4375	1d99e362661faa64e521a0fc77f16408faa9ab5d232f597457e04e001cb3d45d	BARE	12	10	1	一	我感觉杰森是孤零零一个人	development	感觉杰森是孤零零	零	个	个人	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36096	SSB0666	SSB06660265.TextGrid	36096/SSB06660265.TextGrid	6342	0e536ddb590eaa5b0e1fea4ff774d07443c8796ac2cbd05e30247c611a43cfc8	BARE	4	3	1	一	作为一个尚有许多地方傲实提高的马圈新人	development	作为	为	个	个尚有许多地方傲	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36195	SSB0666	SSB06660367.TextGrid	36195/SSB06660367.TextGrid	4837	04357097daab3945c09192592e031d99994b55e8ffac703497f48474f0f3e540	BARE	8	7	1	一	柯林相信这是一个高级贩毒团伙儿	development	柯林相信这是	是	个	个高级贩毒团伙儿	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36272	SSB0666	SSB06660448.TextGrid	36272/SSB06660448.TextGrid	3946	f7b82e93b925dc021a4aa8e3c0dfb59d1c99fda413e82b214576c750b99295cf	BARE	8	7	1	一	每个句子都有一个规范推导	development	每个句子都有	有	个	个规范推导	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36334	SSB0668	SSB06680008.TextGrid	36334/SSB06680008.TextGrid	4340	dfe771c1c78022f614bf00c3c03852643d285fe0f4398c8cefee3db1940e01e6	BARE	2	1	1	一	一个星期里惬意的时候终于到了	confirmation		START	个	个星期里惬意的时	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36342	SSB0668	SSB06680016.TextGrid	36342/SSB06680016.TextGrid	4345	23c238a54cb541315041fec15ea5591d982ab5098d65f7cae1692f1e834e1bf3	BARE	5	4	1	一	某人在一个法律事务所主持会议	confirmation	某人在	在	个	个法律事务所主持	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36663	SSB0668	SSB06680343.TextGrid	36663/SSB06680343.TextGrid	3510	e236175b4794177050a424bb60493dd67562dca72de475ab6038b70b8ef2cdf5	BARE	4	3	1	一	喜欢一个人也要有节制	confirmation	喜欢	欢	个	个人也要有节制	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36669	SSB0668	SSB06680349.TextGrid	36669/SSB06680349.TextGrid	3277	f67fef1200fb38112e906f76855e1f011559145ccc13cd4850fc4871f2eaa1fc	ORDINAL	10	8	1	一	第一排第一行第一个	confirmation	第一排第一行第	第	个	个	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
36690	SSB0668	SSB06680371.TextGrid	36690/SSB06680371.TextGrid	2744	b851a4f45db6b7a65d11a99bfeb3f5ca65ed6c053920b7cd8843cdbacd282426	ORDINAL	5	4	1	一	那我第一个走好了	confirmation	那我第	第	个	个走好了	ORDINAL_ABSOLUTE	EXACT_DI_YI_GE	R0_EXACT_ORDINAL	selected_target_occurs_in_exact_第一个	Wu 2024 journal p.374 example (15)	YI_T1	YI_T1	yi1	YI_T1	MATCH	MATCH	ELIGIBLE_ORDINAL_FRAME	FALSE	FALSE
36701	SSB0668	SSB06680383.TextGrid	36701/SSB06680383.TextGrid	3755	f80aa4f8ccd53c1a6ece0ce444c7f47d39f46c7cbc5943dd3857bbde44e00329	BARE	9	8	1	一	黎瑞恩的一人有一个梦想	confirmation	黎瑞恩的一人有	有	个	个梦想	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36725	SSB0668	SSB06680408.TextGrid	36725/SSB06680408.TextGrid	4213	d443430075d460c40c5090d39e53bcaaa9f7d1702bddfeb9602c389c21382c62	BARE	6	5	1	一	她是最后一个见到她儿子的人	confirmation	她是最后	后	个	个见到她儿子的人	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_ZUIHOU	R3_REMAINING_SIMPLEX_YI_GE	visible_string=最后一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36835	SSB0671	SSB06710012.TextGrid	36835/SSB06710012.TextGrid	5399	23660ece76c266925295eb9106866d8a6ba1817de7121d58bc2c9752b8e19301	BARE	2	1	1	一	一个佛罗拉不愿意让我看见的秘密之处	development		START	个	个佛罗拉不愿意让	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36855	SSB0671	SSB06710032.TextGrid	36855/SSB06710032.TextGrid	3251	d3d4bde40a462e5989e4ae17d24e81680853055b3b300dbde6e1b65324b9e5ff	BARE	6	5	1	一	当你念出一个个名字	development	当你念出	出	个	个个名字	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36922	SSB0671	SSB06710103.TextGrid	36922/SSB06710103.TextGrid	5227	e67b1fc4922a93f87b7bd701f344094eaf78d871c3bc88d30489fb49c2213706	BARE	5	4	1	一	就拿出一个具有独立品牌的获奖名单	development	就拿出	出	个	个具有独立品牌的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
36950	SSB0671	SSB06710132.TextGrid	36950/SSB06710132.TextGrid	2868	9dd5c291ded1135e7463719ded6698c939b8b2d4d2185ccd9b67fce5f318f538	BARE	6	5	1	一	马克是哪一个男孩儿	development	马克是哪	哪	个	个男孩儿	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37061	SSB0671	SSB06710246.TextGrid	37061/SSB06710246.TextGrid	3710	867a4c0cd6dfeb0ae74873e26d873b71bf3357424fc5c5ef2b46ca78fe22f538	BARE	6	5	1	一	我能成为一个很好的助手	development	我能成为	为	个	个很好的助手	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37070	SSB0671	SSB06710256.TextGrid	37070/SSB06710256.TextGrid	2870	452ea2ccdf287b42b2f80f402ec6c1bea9735a90e055cb5335cd1833e311ae58	BARE	2	1	1	一	一个女孩儿惨遭杀害	development		START	个	个女孩儿惨遭杀害	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37200	SSB0671	SSB06710387.TextGrid	37200/SSB06710387.TextGrid	2681	b8187c311626c9231639acebf4aabda0ec31fee78575bf20be93db9b24fc4155	BARE	5	4	1	一	还有另一个男人	development	还有另	另	个	个男人	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_LING	R3_REMAINING_SIMPLEX_YI_GE	visible_string=另一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37244	SSB0671	SSB06710433.TextGrid	37244/SSB06710433.TextGrid	5701	457851021e1a7ead136508ff28a69b04002cb6141a14ef2eac27261c3d6b10ca	BARE	7	6	1	一	但是我们每一个行动必须以组织为准则	development	但是我们每	每	个	个行动必须以组织	CLEAR_SIMPLEX	SIMPLEX_MODIFIED_MEI	R3_REMAINING_SIMPLEX_YI_GE	visible_string=每一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37258	SSB0671	SSB06710448.TextGrid	37258/SSB06710448.TextGrid	5978	a4f92336a3b9170c0279a9603624070edc37d9aa96e3d78a0beb0516de597c31	BARE	14	13	1	一	是任何事情都有可能发生的一个绝好例子	development	情都有可能发生的	的	个	个绝好例子	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37312	SSB0671	SSB06710504.TextGrid	37312/SSB06710504.TextGrid	6031	d87637923983ae0f921d31908c77a6d16f281f1dec008f2871415e480b86c35a	BARE	17	15	1	一	因为每个人必须真正为自己订下一个目标	development	须真正为自己订下	下	个	个目标	CLEAR_SIMPLEX	SIMPLEX_SEQUENTIAL_XIA	R3_REMAINING_SIMPLEX_YI_GE	visible_string=下一个; selected_一_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37538	SSB0686	SSB06860270.TextGrid	37538/SSB06860270.TextGrid	3512	5bca757057c8c7e1c347cc2c21fdc72b90168063d458d05a3077dafbecd2b3cd	BARE	6	5	1	一	我告诉你一个有趣的故事	confirmation	我告诉你	你	个	个有趣的故事	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37661	SSB0686	SSB06860420.TextGrid	37661/SSB06860420.TextGrid	4243	3a8b554cdd0b4b92913c1aaa24ce46a5198ecfc3cbf71d0a4dd8a604994c5c8a	BARE	11	9	1	一	陪审团成员看着一一个被告	confirmation	陪审团成员看着一	一	个	个被告	AMBIGUOUS_OR_OUTSIDE_SCOPE	APPARENT_DUPLICATED_YI_TRANSCRIPT	R2_UNRESOLVED_ADJACENT_YI	visible_sequence=一一个; intended_wording_or_tokenization_not_recoverable_from_hanzi	no source prediction assigned	NO_PREDICTION	YI_T2	yi2	YI_T2	MATCH	NO_CONCLUSION_SCOPE	INELIGIBLE_SCOPE_UNRESOLVED	FALSE	FALSE
37765	SSB0700	SSB07000025.TextGrid	37765/SSB07000025.TextGrid	3827	bab8f51a38e28d0d66b6d3cb03c11bfdc30b6f53f1826ab014b39c6d9cbd1057	BARE	2	1	1	一	一个是欠缺这方面的意识	development		START	个	个是欠缺这方面的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37886	SSB0700	SSB07000163.TextGrid	37886/SSB07000163.TextGrid	3875	9012f301eb6dd6c0cedbc8d46d9ec6dd1ad6c8e90e365e095b476a28ab92e521	BARE	6	5	1	一	将被分配一个转换设备	development	将被分配	配	个	个转换设备	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
37887	SSB0700	SSB07000164.TextGrid	37887/SSB07000164.TextGrid	3413	c53b02328a89a4e869e2523490bba18298346e86c7cb823c858ed17f413421ee	BARE	4	3	1	一	作为一个优秀运动员	development	作为	为	个	个优秀运动员	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38019	SSB0700	SSB07000303.TextGrid	38019/SSB07000303.TextGrid	7639	c1133dc57b41c713948c772859991e29f6439b7aab06b72ccf0029104a9d55bb	BARE	7	5	1	一	立法制定一个专门针对土壤的法律显得很迫切	development	立法制定	定	个	个专门针对土壤的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38055	SSB0700	SSB07000341.TextGrid	38055/SSB07000341.TextGrid	3952	c2f7aea427c80f29af5228da3077d9b210ea2acd69660592f90b876e1c1ccebf	BARE	2	1	1	一	一个是欠缺这方面的能力	development		START	个	个是欠缺这方面的	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38095	SSB0700	SSB07000384.TextGrid	38095/SSB07000384.TextGrid	7986	51ad520eb488791f1f3b4c566f85e5329e42ab54866c9f85df19c3269a93980d	BARE	7	6	1	一	这些表现出一个男子单打选手能力的方面上有所欠缺	development	这些表现出	出	个	个男子单打选手能	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38197	SSB0710	SSB07100010.TextGrid	38197/SSB07100010.TextGrid	4011	7f2fa9f266b62ff539978b9350789f970d87f301ee4010dd8c256101f2dc9c6a	BARE	2	1	1	一	一个用了步枪很多年的人	development		START	个	个用了步枪很多年	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38200	SSB0710	SSB07100013.TextGrid	38200/SSB07100013.TextGrid	4137	35430553bcd9d7ba8b2d6eebbe540fe9f5a7c8f16b1e0e5ac1465fa4460ef1c9	BARE	8	7	1	一	小时候欧玩过一个类似的游戏	development	小时候欧玩过	过	个	个类似的游戏	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38211	SSB0710	SSB07100025.TextGrid	38211/SSB07100025.TextGrid	3884	50f443f7482d016e6810372d74556ccf63e8a1551a5b06b65c143f8ff4732cea	BARE	7	6	1	一	我在和你说一个孩子的痛苦	development	我在和你说	说	个	个孩子的痛苦	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
38330	SSB0710	SSB07100151.TextGrid	38330/SSB07100151.TextGrid	3002	ac988d35f3454972bae4ea788a09a7a5d80e95508623de99b364692dabcfb389	BARE	2	1	1	一	一个漂亮一个难看	development		START	个	个漂亮一个难看	CLEAR_SIMPLEX	SIMPLEX_OTHER_EXTERNAL_CONTEXT	R3_REMAINING_SIMPLEX_YI_GE	selected_一_is_not_part_of_visible_complex_cardinal_and_is_immediately_followed_by_count_classifier_个	Wu 2024 journal p.370 examples (7)-(8) and p.381 example (20a)	YI_T2	YI_T2	yi2	YI_T2	MATCH	MATCH	ELIGIBLE_SIMPLEX_FRAME	FALSE	FALSE
